Response variable,Sample core depth slice,Mean_After_control,Term_var_After_control,Value_var_After_control,SD_After_control,n_After_control,article_id,article_type_id,Trawled/untrawled,Before/After,Experimental/observational,Study type,Harmonized_study type,Location,Region,Longhurst province,Latitude_study,Longitude_study,Water depth (m),Trawling effort_numerical_harmonized,Trawling_effort_GFW,Model_Chl_bottom (mg/m3),Model_Current_velocity (m/s),Model_Dissolved_Oxygen (mol/m3), Model_NO3_bottom (mol/m3),Model_PO4_bottom (mol/m3),Model_Sal_bottom,Model_Silicate_bottom (mol/m3),Model_Temp_bottom,Model_NPP_surface (g/m3/day),dist_shore (m),Time since trawl (days),Time since first disturbance (years),Habitat type_harmonized,Seasonality_harmonized,Trawling gear type_harmonized,Historically fished,Trawling effort_categorical,Trawling effort_units_harmonized,Control_historically_trawled,Mean_After_impact,Term_var_After_impact,Value_var_After_impact,SD_After_impact,n_After_impact,Mean_Before_impact,Term_var_Before_impact,Value_var_Before_impact,SD_Before_impact,n_Before_impact,Mean_Before_control,Term_var_Before_control,Value_var_Before_control,SD_Before_control,n_Before_control
Clay ,0-1,61.724,SD,1.266562276,1.266562276,5,121,121,Control,After,Observational,Control Impact,Comparative control impact,Ebro Delta,W Mediterranean,Mediterranean Sea,40.41435,0.70105,47,,247.669998,0.29499601,0.04066,247.757812,0.24949018,0.08212407,38.1379094,2.07068323,15.0721046,0.0112728,19191.6992,,,Mud,Winter,Otter Trawl,TRUE,,,0,42.134,SD,2.6,2.6,5,,,,,,,,,,
TOC,0-1,0.5506825,SD,0.060994465,0.060994465,20,121,121,Control,After,Observational,Control Impact,Comparative control impact,Ebro Delta,W Mediterranean,Mediterranean Sea,40.41435,0.70105,47,,247.669998,0.29499601,0.04066,247.757812,0.24949018,0.08212407,38.1379094,2.07068323,15.0721046,0.0112728,19191.6992,,,Mud,Summer,Otter Trawl,TRUE,,,0,0.63119375,SD,0.055798706,0.055798706,20,,,,,,,,,,
TOC/TN,0-1,7.84,SD,2.427481548,2.427481548,20,121,121,Control,After,Observational,Control Impact,Comparative control impact,Ebro Delta,W Mediterranean,Mediterranean Sea,40.41435,0.70105,47,,247.669998,0.29499601,0.04066,247.757812,0.24949018,0.08212407,38.1379094,2.07068323,15.0721046,0.0112728,19191.6992,,,Mud,Summer,Otter Trawl,TRUE,,,0,9.3575,SD,2.91454256,2.91454256,20,,,,,,,,,,
Clay ,0-1,63.8195,SD,0.498665887,0.498665887,20,121,121,Control,After,Observational,Control Impact,Comparative control impact,Ebro Delta,W Mediterranean,Mediterranean Sea,40.41435,0.70105,47,,247.669998,0.29499601,0.04066,247.757812,0.24949018,0.08212407,38.1379094,2.07068323,15.0721046,0.0112728,19191.6992,,,Mud,Summer,Otter Trawl,TRUE,,,0,45.34375,SD,0.566239275,0.566239275,20,,,,,,,,,,
TOC,0-1,0.559575,SD,0.07397044,0.07397044,10,121,121,Control,After,Observational,Control Impact,Comparative control impact,Ebro Delta,W Mediterranean,Mediterranean Sea,40.41435,0.70105,47,,247.669998,0.29499601,0.04066,247.757812,0.24949018,0.08212407,38.1379094,2.07068323,15.0721046,0.0112728,19191.6992,,,Mud,Autumn,Otter Trawl,TRUE,,,0,0.6522,SD,0.036797837,0.036797837,10,,,,,,,,,,
TOC/TN,0-1,8.14,SD,1.442497834,1.442497834,10,121,121,Control,After,Observational,Control Impact,Comparative control impact,Ebro Delta,W Mediterranean,Mediterranean Sea,40.41435,0.70105,47,,247.669998,0.29499601,0.04066,247.757812,0.24949018,0.08212407,38.1379094,2.07068323,15.0721046,0.0112728,19191.6992,,,Mud,Autumn,Otter Trawl,TRUE,,,0,10.57,SD,1.781909089,1.781909089,10,,,,,,,,,,
Clay ,0-1,63.001,SD,1.452397329,1.452397329,10,121,121,Control,After,Observational,Control Impact,Comparative control impact,Ebro Delta,W Mediterranean,Mediterranean Sea,40.41435,0.70105,47,,247.669998,0.29499601,0.04066,247.757812,0.24949018,0.08212407,38.1379094,2.07068323,15.0721046,0.0112728,19191.6992,,,Mud,Autumn,Otter Trawl,TRUE,,,0,43.693,SD,0.312541197,0.312541197,10,,,,,,,,,,
TOC,0-1,3230.028,SD,374.6556,374.6556,5,129,129.1,Control,After,Observational,Control Impact,Comparative control impact,"Bristol Bay, Alaska",Southeast Bering Sea,North Pacific epicontinental sea,58.2875,-159.675,26,,0,0.817531,0.0630953,345.383534,0.8552802,0.6380433,31.5913054,13.1622741,4.01814745,0.0033301,85037,,50,Sand,Summer,Otter Trawl,TRUE,,,1,3180.441,SD,253.4435,253.4435,5,,,,,,,,,,
Chl-a,0-1,2.708052,SE,0.411294,0.919681343,5,129,129.1,Control,After,Observational,Control Impact,Comparative control impact,"Bristol Bay, Alaska",Southeast Bering Sea,North Pacific epicontinental sea,58.2875,-159.675,26,,0,0.817531,0.0630953,345.383534,0.8552802,0.6380433,31.5913054,13.1622741,4.01814745,0.0033301,85037,,50,Sand,Summer,Otter Trawl,TRUE,,,1,4.051405,SE,0.641164,1.433686289,5,,,,,,,,,,
Phaeopigments,0-1,2.911371,SE,0.220736,0.493580701,5,129,129.1,Control,After,Observational,Control Impact,Comparative control impact,"Bristol Bay, Alaska",Southeast Bering Sea,North Pacific epicontinental sea,58.2875,-159.675,26,,0,0.817531,0.0630953,345.383534,0.8552802,0.6380433,31.5913054,13.1622741,4.01814745,0.0033301,85037,,50,Sand,Summer,Otter Trawl,TRUE,,,1,2.416388,SE,0.414716,0.927333167,5,,,,,,,,,,
Mean grain size,0-1,2.890883,SD,0.165527,0.165527,5,129,129.1,Control,After,Observational,Control Impact,Comparative control impact,"Bristol Bay, Alaska",Southeast Bering Sea,North Pacific epicontinental sea,58.2875,-159.675,26,,0,0.817531,0.0630953,345.383534,0.8552802,0.6380433,31.5913054,13.1622741,4.01814745,0.0033301,85037,,50,Sand,Summer,Otter Trawl,TRUE,,,1,2.705413,SD,0.091738,0.091738,5,,,,,,,,,,
TN,0-1,431.8232,SD,53.39806,53.39806,5,129,129.1,Control,After,Observational,Control Impact,Comparative control impact,"Bristol Bay, Alaska",Southeast Bering Sea,North Pacific epicontinental sea,58.2875,-159.675,26,,0,0.817531,0.0630953,345.383534,0.8552802,0.6380433,31.5913054,13.1622741,4.01814745,0.0033301,85037,,50,Sand,Summer,Otter Trawl,TRUE,,,1,416.3954,SD,35.60113,35.60113,5,,,,,,,,,,
TOC/TN,0-1,8.730061,SD,0.276074,0.276074,5,129,129.1,Control,After,Observational,Control Impact,Comparative control impact,"Bristol Bay, Alaska",Southeast Bering Sea,North Pacific epicontinental sea,58.2875,-159.675,26,,0,0.817531,0.0630953,345.383534,0.8552802,0.6380433,31.5913054,13.1622741,4.01814745,0.0033301,85037,,50,Sand,Summer,Otter Trawl,TRUE,,,1,8.904908,SD,0.165644,0.165644,5,,,,,,,,,,
Phytopigments,0-1,3.956611,SE,0.515515554,1.152727822,5,129,129.1,Control,After,Observational,Control Impact,Comparative control impact,"Bristol Bay, Alaska",Southeast Bering Sea,North Pacific epicontinental sea,58.2875,-159.675,26,,0,0.817531,0.0630953,345.383534,0.8552802,0.6380433,31.5913054,13.1622741,4.01814745,0.0033301,85037,,50,Sand,Summer,Otter Trawl,TRUE,,,1,4.677148,SE,0.653643639,1.461591609,5,,,,,,,,,,
P/C,0-1,1.248559,SD,0.310795,0.310795,5,129,129.1,Control,After,Observational,Control Impact,Comparative control impact,"Bristol Bay, Alaska",Southeast Bering Sea,North Pacific epicontinental sea,58.2875,-159.675,26,,0,0.817531,0.0630953,345.383534,0.8552802,0.6380433,31.5913054,13.1622741,4.01814745,0.0033301,85037,,50,Sand,Summer,Otter Trawl,TRUE,,,1,0.625743,SD,0.127117,0.127117,5,,,,,,,,,,
Chl-a,1-2,2.674779,SE,0.471779,1.054929914,5,129,129.1,Control,After,Observational,Control Impact,Comparative control impact,"Bristol Bay, Alaska",Southeast Bering Sea,North Pacific epicontinental sea,58.2875,-159.675,26,,0,0.817531,0.0630953,345.383534,0.8552802,0.6380433,31.5913054,13.1622741,4.01814745,0.0033301,85037,,50,Sand,Summer,Otter Trawl,TRUE,,,1,3.643156,SE,0.54436,1.217225964,5,,,,,,,,,,
Phaeopigments,1-2,3.091973,SE,0.401338,0.89741905,5,129,129.1,Control,After,Observational,Control Impact,Comparative control impact,"Bristol Bay, Alaska",Southeast Bering Sea,North Pacific epicontinental sea,58.2875,-159.675,26,,0,0.817531,0.0630953,345.383534,0.8552802,0.6380433,31.5913054,13.1622741,4.01814745,0.0033301,85037,,50,Sand,Summer,Otter Trawl,TRUE,,,1,2.316054,SE,0.19398,0.433752466,5,,,,,,,,,,
Mean grain size,1-2,2.864957,SD,0.165527,0.165527,5,129,129.1,Control,After,Observational,Control Impact,Comparative control impact,"Bristol Bay, Alaska",Southeast Bering Sea,North Pacific epicontinental sea,58.2875,-159.675,26,,0,0.817531,0.0630953,345.383534,0.8552802,0.6380433,31.5913054,13.1622741,4.01814745,0.0033301,85037,,50,Sand,Summer,Otter Trawl,TRUE,,,1,2.697436,SD,0.087749,0.087749,5,,,,,,,,,,
TN,1-2,449.3537,SD,46.92557,46.92557,5,129,129.1,Control,After,Observational,Control Impact,Comparative control impact,"Bristol Bay, Alaska",Southeast Bering Sea,North Pacific epicontinental sea,58.2875,-159.675,26,,0,0.817531,0.0630953,345.383534,0.8552802,0.6380433,31.5913054,13.1622741,4.01814745,0.0033301,85037,,50,Sand,Summer,Otter Trawl,TRUE,,,1,388.6232,SD,44.49354,44.49354,5,,,,,,,,,,
TOC/TN,1-2,1630.209381,SD,2293.651628,2293.651628,10,129,129.1,Control,After,Observational,Control Impact,Comparative control impact,"Bristol Bay, Alaska",Southeast Bering Sea,North Pacific epicontinental sea,58.2875,-159.675,26,,0,0.817531,0.0630953,345.383534,0.8552802,0.6380433,31.5913054,13.1622741,4.01814745,0.0033301,85037,,50,Sand,Summer,Otter Trawl,TRUE,,,1,9.217791,SD,0.45092,0.45092,5,,,,,,,,,,
Phytopigments,1-2,3.902248,SE,0.523082903,1.169648928,5,129,129.1,Control,After,Observational,Control Impact,Comparative control impact,"Bristol Bay, Alaska",Southeast Bering Sea,North Pacific epicontinental sea,58.2875,-159.675,26,,0,0.817531,0.0630953,345.383534,0.8552802,0.6380433,31.5913054,13.1622741,4.01814745,0.0033301,85037,,50,Sand,Summer,Otter Trawl,TRUE,,,1,4.304242,SE,0.550916985,1.231887829,5,,,,,,,,,,
P/C,1-2,1.227469,SD,0.225921,0.225921,5,129,129.1,Control,After,Observational,Control Impact,Comparative control impact,"Bristol Bay, Alaska",Southeast Bering Sea,North Pacific epicontinental sea,58.2875,-159.675,26,,0,0.817531,0.0630953,345.383534,0.8552802,0.6380433,31.5913054,13.1622741,4.01814745,0.0033301,85037,,50,Sand,Summer,Otter Trawl,TRUE,,,1,0.661086,SD,0.084745,0.084745,5,,,,,,,,,,
Chl-a,2-3,1.782598,SE,0.205704,0.459968127,5,129,129.1,Control,After,Observational,Control Impact,Comparative control impact,"Bristol Bay, Alaska",Southeast Bering Sea,North Pacific epicontinental sea,58.2875,-159.675,26,,0,0.817531,0.0630953,345.383534,0.8552802,0.6380433,31.5913054,13.1622741,4.01814745,0.0033301,85037,,50,Sand,Summer,Otter Trawl,TRUE,,,1,2.775197,SE,0.810492,1.812315207,5,,,,,,,,,,
Phaeopigments,2-3,2.750836,SE,0.374582,0.837590815,5,129,129.1,Control,After,Observational,Control Impact,Comparative control impact,"Bristol Bay, Alaska",Southeast Bering Sea,North Pacific epicontinental sea,58.2875,-159.675,26,,0,0.817531,0.0630953,345.383534,0.8552802,0.6380433,31.5913054,13.1622741,4.01814745,0.0033301,85037,,50,Sand,Summer,Otter Trawl,TRUE,,,1,2.162207,SE,0.274247,0.613234935,5,,,,,,,,,,
Mean grain size,2-3,2.894872,SD,0.17151,0.17151,5,129,129.1,Control,After,Observational,Control Impact,Comparative control impact,"Bristol Bay, Alaska",Southeast Bering Sea,North Pacific epicontinental sea,58.2875,-159.675,26,,0,0.817531,0.0630953,345.383534,0.8552802,0.6380433,31.5913054,13.1622741,4.01814745,0.0033301,85037,,50,Sand,Summer,Otter Trawl,TRUE,,,1,2.669516,SD,0.083761,0.083761,5,,,,,,,,,,
TN,2-3,424.0039,SD,62.29531,62.29531,5,129,129.1,Control,After,Observational,Control Impact,Comparative control impact,"Bristol Bay, Alaska",Southeast Bering Sea,North Pacific epicontinental sea,58.2875,-159.675,26,,0,0.817531,0.0630953,345.383534,0.8552802,0.6380433,31.5913054,13.1622741,4.01814745,0.0033301,85037,,50,Sand,Summer,Otter Trawl,TRUE,,,1,360.8414,SD,46.92557,46.92557,5,,,,,,,,,,
TOC/TN,2-3,1531.022077,SD,2153.418641,2153.418641,10,129,129.1,Control,After,Observational,Control Impact,Comparative control impact,"Bristol Bay, Alaska",Southeast Bering Sea,North Pacific epicontinental sea,58.2875,-159.675,26,,0,0.817531,0.0630953,345.383534,0.8552802,0.6380433,31.5913054,13.1622741,4.01814745,0.0033301,85037,,50,Sand,Summer,Otter Trawl,TRUE,,,1,9.47546,SD,1.122699,1.122699,5,,,,,,,,,,
Phytopigments,2-3,3.313703,SE,0.285332179,0.638022148,5,129,129.1,Control,After,Observational,Control Impact,Comparative control impact,"Bristol Bay, Alaska",Southeast Bering Sea,North Pacific epicontinental sea,58.2875,-159.675,26,,0,0.817531,0.0630953,345.383534,0.8552802,0.6380433,31.5913054,13.1622741,4.01814745,0.0033301,85037,,50,Sand,Summer,Otter Trawl,TRUE,,,1,3.669298,SE,0.820399911,1.834469969,5,,,,,,,,,,
P/C,2-3,1.531105,SD,0.197738,0.197738,5,129,129.1,Control,After,Observational,Control Impact,Comparative control impact,"Bristol Bay, Alaska",Southeast Bering Sea,North Pacific epicontinental sea,58.2875,-159.675,26,,0,0.817531,0.0630953,345.383534,0.8552802,0.6380433,31.5913054,13.1622741,4.01814745,0.0033301,85037,,50,Sand,Summer,Otter Trawl,TRUE,,,1,0.894101,SD,0.127117,0.127117,5,,,,,,,,,,
Chl-a,3-4,1.120371,SE,0.145163,0.324594336,5,129,129.1,Control,After,Observational,Control Impact,Comparative control impact,"Bristol Bay, Alaska",Southeast Bering Sea,North Pacific epicontinental sea,58.2875,-159.675,26,,0,0.817531,0.0630953,345.383534,0.8552802,0.6380433,31.5913054,13.1622741,4.01814745,0.0033301,85037,,50,Sand,Summer,Otter Trawl,TRUE,,,1,2.112857,SE,0.435545,0.973908227,5,,,,,,,,,,
Phaeopigments,3-4,2.356187,SE,0.240803,0.538451877,5,129,129.1,Control,After,Observational,Control Impact,Comparative control impact,"Bristol Bay, Alaska",Southeast Bering Sea,North Pacific epicontinental sea,58.2875,-159.675,26,,0,0.817531,0.0630953,345.383534,0.8552802,0.6380433,31.5913054,13.1622741,4.01814745,0.0033301,85037,,50,Sand,Summer,Otter Trawl,TRUE,,,1,1.827759,SE,0.167224,0.373924231,5,,,,,,,,,,
Mean grain size,3-4,2.878917,SD,0.155556,0.155556,5,129,129.1,Control,After,Observational,Control Impact,Comparative control impact,"Bristol Bay, Alaska",Southeast Bering Sea,North Pacific epicontinental sea,58.2875,-159.675,26,,0,0.817531,0.0630953,345.383534,0.8552802,0.6380433,31.5913054,13.1622741,4.01814745,0.0033301,85037,,50,Sand,Summer,Otter Trawl,TRUE,,,1,2.683476,SD,0.087749,0.087749,5,,,,,,,,,,
TN,3-4,433.4462,SD,84.13997,84.13997,5,129,129.1,Control,After,Observational,Control Impact,Comparative control impact,"Bristol Bay, Alaska",Southeast Bering Sea,North Pacific epicontinental sea,58.2875,-159.675,26,,0,0.817531,0.0630953,345.383534,0.8552802,0.6380433,31.5913054,13.1622741,4.01814745,0.0033301,85037,,50,Sand,Summer,Otter Trawl,TRUE,,,1,365.4293,SD,36.40534,36.40534,5,,,,,,,,,,
TOC/TN,3-4,1575.181899,SD,2215.635803,2215.635803,10,129,129.1,Control,After,Observational,Control Impact,Comparative control impact,"Bristol Bay, Alaska",Southeast Bering Sea,North Pacific epicontinental sea,58.2875,-159.675,26,,0,0.817531,0.0630953,345.383534,0.8552802,0.6380433,31.5913054,13.1622741,4.01814745,0.0033301,85037,,50,Sand,Summer,Otter Trawl,TRUE,,,1,9.171779,SD,0.358896,0.358896,5,,,,,,,,,,
Phytopigments,3-4,3.308151,SE,0.212722074,0.475661017,5,129,129.1,Control,After,Observational,Control Impact,Comparative control impact,"Bristol Bay, Alaska",Southeast Bering Sea,North Pacific epicontinental sea,58.2875,-159.675,26,,0,0.817531,0.0630953,345.383534,0.8552802,0.6380433,31.5913054,13.1622741,4.01814745,0.0033301,85037,,50,Sand,Summer,Otter Trawl,TRUE,,,1,3.169353,SE,0.504348519,1.127757572,5,,,,,,,,,,
P/C,3-4,2.18778,SD,0.155494,0.155494,5,129,129.1,Control,After,Observational,Control Impact,Comparative control impact,"Bristol Bay, Alaska",Southeast Bering Sea,North Pacific epicontinental sea,58.2875,-159.675,26,,0,0.817531,0.0630953,345.383534,0.8552802,0.6380433,31.5913054,13.1622741,4.01814745,0.0033301,85037,,50,Sand,Summer,Otter Trawl,TRUE,,,1,1.056496,SD,0.254299,0.254299,5,,,,,,,,,,
Chl-a,4-5,1.062875,SE,0.120969,0.270494907,5,129,129.1,Control,After,Observational,Control Impact,Comparative control impact,"Bristol Bay, Alaska",Southeast Bering Sea,North Pacific epicontinental sea,58.2875,-159.675,26,,0,0.817531,0.0630953,345.383534,0.8552802,0.6380433,31.5913054,13.1622741,4.01814745,0.0033301,85037,,50,Sand,Summer,Otter Trawl,TRUE,,,1,1.632027,SE,0.42342,0.946795903,5,,,,,,,,,,
Phaeopigments,4-5,2.570234,SE,0.327759,0.732891404,5,129,129.1,Control,After,Observational,Control Impact,Comparative control impact,"Bristol Bay, Alaska",Southeast Bering Sea,North Pacific epicontinental sea,58.2875,-159.675,26,,0,0.817531,0.0630953,345.383534,0.8552802,0.6380433,31.5913054,13.1622741,4.01814745,0.0033301,85037,,50,Sand,Summer,Otter Trawl,TRUE,,,1,2.215719,SE,0.160535,0.358967173,5,,,,,,,,,,
Mean grain size,4-5,2.886895,SD,0.155556,0.155556,5,129,129.1,Control,After,Observational,Control Impact,Comparative control impact,"Bristol Bay, Alaska",Southeast Bering Sea,North Pacific epicontinental sea,58.2875,-159.675,26,,0,0.817531,0.0630953,345.383534,0.8552802,0.6380433,31.5913054,13.1622741,4.01814745,0.0033301,85037,,50,Sand,Summer,Otter Trawl,TRUE,,,1,2.695442,SD,0.097721,0.097721,5,,,,,,,,,,
TN,4-5,463.1126,SD,75.2403,75.2403,5,129,129.1,Control,After,Observational,Control Impact,Comparative control impact,"Bristol Bay, Alaska",Southeast Bering Sea,North Pacific epicontinental sea,58.2875,-159.675,26,,0,0.817531,0.0630953,345.383534,0.8552802,0.6380433,31.5913054,13.1622741,4.01814745,0.0033301,85037,,50,Sand,Summer,Otter Trawl,TRUE,,,1,364.3514,SD,52.58657,52.58657,5,,,,,,,,,,
TOC/TN,4-5,1655.012083,SD,2328.701917,2328.701917,10,129,129.1,Control,After,Observational,Control Impact,Comparative control impact,"Bristol Bay, Alaska",Southeast Bering Sea,North Pacific epicontinental sea,58.2875,-159.675,26,,0,0.817531,0.0630953,345.383534,0.8552802,0.6380433,31.5913054,13.1622741,4.01814745,0.0033301,85037,,50,Sand,Summer,Otter Trawl,TRUE,,,1,9.392638,SD,0.45092,0.45092,5,,,,,,,,,,
Phytopigments,4-5,3.62504,SE,0.281605185,0.629688337,5,129,129.1,Control,After,Observational,Control Impact,Comparative control impact,"Bristol Bay, Alaska",Southeast Bering Sea,North Pacific epicontinental sea,58.2875,-159.675,26,,0,0.817531,0.0630953,345.383534,0.8552802,0.6380433,31.5913054,13.1622741,4.01814745,0.0033301,85037,,50,Sand,Summer,Otter Trawl,TRUE,,,1,3.20415,SE,0.501298826,1.120938251,5,,,,,,,,,,
P/C,4-5,2.562165,SD,0.254299,0.254299,5,129,129.1,Control,After,Observational,Control Impact,Comparative control impact,"Bristol Bay, Alaska",Southeast Bering Sea,North Pacific epicontinental sea,58.2875,-159.675,26,,0,0.817531,0.0630953,345.383534,0.8552802,0.6380433,31.5913054,13.1622741,4.01814745,0.0033301,85037,,50,Sand,Summer,Otter Trawl,TRUE,,,1,1.572123,SD,0.268358,0.268358,5,,,,,,,,,,
TOC,0-1,3085.209,SD,932.1986686,932.1986686,2,129,129.2,Control,Before,Experimental,Before After Control Impact,Experimental,"Bristol Bay, Alaska",Southeast Bering Sea,North Pacific epicontinental sea,58.30821056,-159.7863189,26,10,0,1.17709447,0.0707239,344.405568,2.1123599,0.76895985,31.6689331,15.2329052,3.43343714,0.00328992,74479,1,50,Sand,Summer,Otter Trawl,TRUE,,Hauls prior sampling,1,2409.968,SD,96.46302,96.46302,11,2546.624,SD,88.42444,88.42444,11,2916.3990,SD,1205.037234,1205.037234,2
Chl-a,0-1,1.858386,SD,0.352434748,0.352434748,2,129,129.2,Control,Before,Experimental,Before After Control Impact,Experimental,"Bristol Bay, Alaska",Southeast Bering Sea,North Pacific epicontinental sea,58.30821056,-159.7863189,26,10,0,1.17709447,0.0707239,344.405568,2.1123599,0.76895985,31.6689331,15.2329052,3.43343714,0.00328992,74479,1,50,Sand,Summer,Otter Trawl,TRUE,,Hauls prior sampling,1,2.577532,SE,0.227848,0.755686325,11,3.517405,SE,0.313291,1.039068697,11,3.1685,SD,0.070486525,0.070486525,2
Phaeopigments,0-1,2.395062,SD,0.113486396,0.113486396,2,129,129.2,Control,Before,Experimental,Before After Control Impact,Experimental,"Bristol Bay, Alaska",Southeast Bering Sea,North Pacific epicontinental sea,58.30821056,-159.7863189,26,10,0,1.17709447,0.0707239,344.405568,2.1123599,0.76895985,31.6689331,15.2329052,3.43343714,0.00328992,74479,1,50,Sand,Summer,Otter Trawl,TRUE,,Hauls prior sampling,1,2.648148,SD,,,11,3.358025,SD,,,11,2.6636,SD,0.248796935,0.248796935,2
Mean grain size,0-1,2.864454,SD,0.471613353,0.471613353,2,129,129.2,Control,Before,Experimental,Before After Control Impact,Experimental,"Bristol Bay, Alaska",Southeast Bering Sea,North Pacific epicontinental sea,58.30821056,-159.7863189,26,10,0,1.17709447,0.0707239,344.405568,2.1123599,0.76895985,31.6689331,15.2329052,3.43343714,0.00328992,74479,1,50,Sand,Summer,Otter Trawl,TRUE,,Hauls prior sampling,1,2.514454,SD,,,11,2.510324,SD,,,11,2.8335,SD,0.430729853,0.430729853,2
TN,0-1,402.03805,SD,95.11356953,95.11356953,2,129,129.2,Control,Before,Experimental,Before After Control Impact,Experimental,"Bristol Bay, Alaska",Southeast Bering Sea,North Pacific epicontinental sea,58.30821056,-159.7863189,26,10,0,1.17709447,0.0707239,344.405568,2.1123599,0.76895985,31.6689331,15.2329052,3.43343714,0.00328992,74479,1,50,Sand,Summer,Otter Trawl,TRUE,,Hauls prior sampling,1,294.837,SD,16.30435,16.30435,11,315.2174,SD,11.41304,11.41304,11,373.5054,SD,126.2416121,126.2416121,2
TOC/TN,0-1,8.8390185,SD,0.660577034,0.660577034,2,129,129.2,Control,Before,Experimental,Before After Control Impact,Experimental,"Bristol Bay, Alaska",Southeast Bering Sea,North Pacific epicontinental sea,58.30821056,-159.7863189,26,10,0,1.17709447,0.0707239,344.405568,2.1123599,0.76895985,31.6689331,15.2329052,3.43343714,0.00328992,74479,1,50,Sand,Summer,Otter Trawl,TRUE,,Hauls prior sampling,1,9.705232,SD,0.380931,0.380931,11,9.46893,SD,0.263039,0.263039,11,8.9973,SD,0.692676146,0.692676146,2
Phytopigments,0-1,4.3506975,SD,0.023514836,0.023514836,2,129,129.2,Control,Before,Experimental,Before After Control Impact,Experimental,"Bristol Bay, Alaska",Southeast Bering Sea,North Pacific epicontinental sea,58.30821056,-159.7863189,26,10,0,1.17709447,0.0707239,344.405568,2.1123599,0.76895985,31.6689331,15.2329052,3.43343714,0.00328992,74479,1,50,Sand,Summer,Otter Trawl,TRUE,,Hauls prior sampling,1,4.399773,SE,0.087058,0.288738721,11,4.348766,SE,0.107149,0.239592448,5,4.4150,SD,0.277209193,0.277209193,2
P/C,0-1,1.9556355,SD,0.08997156,0.08997156,2,129,129.2,Control,Before,Experimental,Before After Control Impact,Experimental,"Bristol Bay, Alaska",Southeast Bering Sea,North Pacific epicontinental sea,58.30821056,-159.7863189,26,10,0,1.17709447,0.0707239,344.405568,2.1123599,0.76895985,31.6689331,15.2329052,3.43343714,0.00328992,74479,1,50,Sand,Summer,Otter Trawl,TRUE,,Hauls prior sampling,1,1.885319,SD,0.087058,0.087058,11,1.838442,SD,0.107149,0.107149,11,1.7514,SD,0.028412258,0.028412258,2
